ID,Binomial,Long,Lat,Aspect,curvature,Driver,Droad,elevation,NDSI,NDVI,rainfall,slope,TWI
28,1,104517.5507,-170816.5339,174.958,-0.111111,9272.55,0.073235,3289,0.196539,0.62294,1405,15.4364,10.5845
29,0,120741.261,-172330.7469,198.435,0.222222,5686.36,0.035417,1721,0.264249,0.619971,1302,0.732855,10.939
30,1,111037.9371,-172361.6492,144.324,-0.111111,6922.19,0.030304,2655,0.368692,0.597996,1392,21.2264,4.66826
31,0,95957.61209,-173474.1322,266.76,0,10928.1,0.07753,2299,0.132701,0.566832,1283,12.119,5.9222
32,0,95803.10056,-173505.0345,288.997,0.111111,11032.2,0.077495,2276,0.193483,0.633086,1282,14.6256,0
33,0,101427.3201,-174524.8106,168.69,-0.222222,6450.89,0.04286,2557,-0.161996,0.024745,1308,10.5161,0
34,0,173862.3241,-174772.029,79.3803,-0.222222,840.634,0.000278,2260,0.300207,0.379904,1170,7.50244,6.96146
35,1,239189.7978,-174895.6382,296.792,-0.111111,11321,0.048026,1622,0.340942,0.275285,1017,24.5924,3.82776
36,0,107793.1951,-175142.8567,191.31,0.111111,5151.89,0.039725,2634,0.257654,0.336526,1351,2.36218,7.78068
37,0,110450.7933,-176039.0235,111.038,0.555556,3286.99,0.017713,2495,0.338438,0.494849,1333,6.42902,0
38,0,117403.8121,-176626.1673,20.7387,0.888889,2553.14,0.034245,2432,0.127273,0.814657,1292,24.0131,0
39,1,192372.805,-177027.8973,241.39,0.333333,341.327,0.003339,1717,0.274538,0.64435,1049,11.4605,0
40,0,123460.6639,-177151.5065,357.917,-0.222222,2045.4,0.006614,1928,0.173167,0.724547,1247,24.0008,4.54529
41,0,94041.66915,-178047.6734,212.005,0.222222,10143.3,0.043442,2151,0.33606,0.538538,1189,4.36441,4.86418
42,1,243454.3159,-178387.5987,135,-0.222222,9383.32,0.001391,1290,0.321153,0.24113,1003,3.27404,10.4649
43,0,209554.4868,-178573.0126,237.529,0.111111,9291.27,0.015365,1469,0.347253,0.558616,897,3.01901,9.50942
44,1,251983.3522,-178820.231,243.435,-0.111111,2902.19,0.06377,1287,0.079688,0.731183,1065,1.03636,0
45,0,106773.419,-179963.6163,0,-0.111111,995.131,0.00473,2381,0.323874,0.581123,1293,2.31635,0
46,0,116816.6683,-180210.8348,237.095,0.333333,791.485,0.049762,2446,0.123344,0.71226,1280,18.1399,0
47,0,122317.2786,-180612.5647,36.2538,-0.444444,30.902,0.016139,1889,0.282378,0.648966,1248,20.6167,5.39058
48,0,107638.6835,-180859.7832,90,-0.555556,207.299,0.003896,2362,0.092814,0.773517,1301,2.77896,7.7135
49,0,96482.95128,-180983.3924,278.973,-0.222222,7949.16,0.010913,2237,0.210191,0.816704,1203,4.44906,7.40992
50,1,254857.2666,-181879.5592,336.801,0.111111,3794.45,0.07925,1303,0.368792,0.40282,1045,1.76449,0
51,0,106340.7867,-181972.2662,54.1623,0.333333,900.949,0.013184,2609,0.244202,0.669549,1298,10.1833,0
52,1,193207.1673,-182683.0192,30.2564,-0.111111,747.427,0.021829,1565,0.278383,0.683482,1029,6.41256,4.47938
53,1,254455.5366,-182868.433,243.435,-0.333333,4484.56,0.070743,1304,0.221239,0.616819,1041,4.13867,4.91729
54,0,84214.73602,-184228.1345,174.806,0.111111,3281.03,0.025168,1603,0.384615,0.50904,1026,2.55819,0
55,0,164313.5117,-184475.3529,309.806,0.333333,1327,0.032504,2032,0.324009,0.253425,1146,3.61543,0
56,0,163386.4425,-184506.2552,336.318,-0.111111,1216.23,0.037403,1807,0.203302,0.747223,1152,14.1315,0
57,0,127879.6936,-185031.5944,262.569,0,1918.18,0.026736,1677,0.082372,0.705119,1214,15.7203,5.52839
58,0,162675.6895,-185186.1059,253.61,0.444444,848.548,0.038357,1965,0.390868,0.574935,1155,4.09982,0
59,0,109678.2357,-185247.9105,66.8014,0.555556,241.355,0.047029,2645,0.050388,0.460362,1329,7.02477,0
60,0,188942.6491,-185495.129,32.0926,0.555556,1081.58,0.008693,1911,0.43727,0.426635,1071,15.7326,3.58169
61,1,108720.2642,-186298.5889,91.0609,0.111111,1372.63,0.053889,2684,-0.023423,0.535294,1315,23.6022,3.17576
62,0,176798.0431,-186885.7327,68.8387,0,1161.2,0.018646,1935,0.299793,0.678993,1115,15.0521,4.31908
63,0,147811.6806,-187194.7558,236.889,0.111111,2552.76,0.038974,1709,0.071614,0.704008,1153,12.5245,3.80983
64,0,92620.1631,-188183.6296,168.69,-0.111111,61.805,0.00088,1845,0.18799,0.651171,1152,7.05468,4.38394
65,0,128219.619,-188492.6526,290.283,-0.777778,2658.68,0.035093,1693,0.117579,0.780351,1207,21.6402,6.15302
66,0,90735.12247,-188863.4803,318.366,0,349.62,0.003896,1772,0.070632,0.782228,1137,5.56401,8.68178
67,0,156557.033,-189357.9172,113.199,0.222222,249.142,0.018817,1794,0.247734,0.495195,1165,1.76449,0
68,0,156526.1307,-189419.7218,161.03,0.111111,293.165,0.019427,1785,0.20264,0.682111,1165,15.3096,4.30211
69,0,137613.9198,-190408.5955,115.974,-0.222222,1107.75,0.075238,1862,0.213058,0.671658,1194,9.95296,7.25859
70,1,190549.569,-190903.0324,334.502,-0.888889,609.489,0.017333,1602,0.287717,0.706513,1038,16.2407,5.15933
71,0,157020.5676,-191675.5901,68.7495,-1.11111,567.291,0.026785,1785,0.20649,0.821811,1157,8.88033,9.23517
72,0,162799.2987,-194055.0676,122.661,0.777778,1023.98,0.00486,2097,0.380796,0.547362,1150,29.3427,4.05636
73,1,180320.9059,-194580.4068,277.431,0.111111,92.707,0.00432,1466,0.286975,0.596674,1052,10.6278,5.76586
74,1,182514.9696,-195352.9644,203.523,-0.333333,1267.37,0.022615,1763,0.248227,0.651093,1043,36.869,0
75,1,192280.0981,-195785.5967,354.289,0,1987.86,0.036622,1818,0.258225,0.609391,1005,4.64813,0
76,1,192774.535,-196898.0797,223.55,0.222222,834.934,0.037209,1725,0.325362,0.624309,1004,24.326,4.24413
77,0,89560.83486,-197021.6889,312.455,-0.111111,1690.61,0.002865,1920,0.008043,0.674948,1155,27.2645,3.03133
78,1,178404.963,-197330.712,37.4054,-0.333333,111.42,0.011988,1473,0.327193,0.6438,1062,4.94758,7.73449
79,0,186037.8324,-199184.8503,156.801,-0.222222,30.902,0.003542,1451,0.301769,0.667383,1027,1.76449,15.7573
80,1,177168.8708,-199833.7987,254.962,-0.333333,678.445,0.007641,1497,0.231788,0.706498,1066,29.3034,4.75085
81,0,149140.4797,-202491.397,261.87,0.666667,684.052,0.134671,1899,0.32667,0.488829,1080,9.73796,4.06156
82,0,184430.9125,-202924.0292,5.5993,-0.444444,339.925,0.020533,1467,0.313653,0.569441,1023,11.7107,6.82148
83,0,188386.4076,-204716.363,194.036,0,1749.46,0.018119,1769,0.385231,0.537105,1010,9.46863,6.03552
84,1,161161.4765,-204747.2653,220.272,-0.666667,2022.15,0.075079,1753,0.070122,0.71659,1053,37.359,4.7951
85,1,187582.9477,-204747.2653,98.9726,-0.222222,1092.56,0.022946,1628,0.366681,0.4547,1011,28.5749,2.9843
86,0,87799.40345,-204932.6791,354.094,-0.111111,154.512,0.051562,1465,-0.528875,0.259179,1148,6.72589,5.81797
87,1,190333.2529,-205488.9206,79.1597,-0.333333,3128.62,0.017201,1527,0.320734,0.663654,1001,10.9552,0
88,1,158349.3667,-205643.4321,347.471,0.111111,1038.8,0.098513,1486,0.219906,0.587313,1038,8.48439,4.89253
89,0,198213.3408,-205921.5529,23.1986,0.222222,3936.62,0.025579,1722,0.366737,0.521655,984,7.02477,0
90,1,183318.4295,-206230.5759,242.56,-0.444444,2300.09,0.009526,1611,0.22021,0.732289,1024,25.3613,4.71323
91,0,124449.5377,-206354.1851,237.095,-0.222222,87.405,0.010017,1656,0.076551,0.634199,1181,13.805,4.81107
92,0,137181.2875,-207003.1336,145.491,-0.222222,794.496,0.080798,1739,0.176778,0.686706,1168,8.92705,9.50981
93,1,160976.0627,-208239.2258,241.44,-0.222222,967.395,0.079795,1436,0.239001,0.650926,1042,19.9927,5.53913
94,1,157453.1999,-208949.9788,119.055,-0.111111,1761.7,0.091634,1512,0.397912,0.460255,1042,26.5536,3.05779
95,0,197317.1739,-209166.2949,240.945,0.111111,6710.57,0.0495,1468,0.369607,0.40581,986,4.76128,7.66752
96,0,164931.5578,-209197.1972,75.0686,0.222222,596.823,0.054637,1790,0.346862,0.61004,1052,14.0999,0
97,1,157236.8838,-210155.1687,15.2551,-0.111111,2585.84,0.081526,1629,0.303195,0.479159,1041,20.2521,0
98,1,152354.3195,-210804.1171,97.6961,0.111111,528.059,0.094985,1692,0.313636,0.548817,1050,8.58823,5.28583
99,0,213788.1027,-210989.531,105.255,0,763.231,0.007791,1507,0.401488,0.304416,951,2.64062,0
100,0,112583.0524,-212132.9163,339.905,0.888889,1750.28,0.097194,2373,0.27414,0.563332,1261,10.0149,0
101,0,95679.49134,-212287.4278,95.856,0,154.512,0.003563,1649,0.217531,0.66943,1188,17.5972,4.85592
102,0,166538.4777,-212689.1578,231.116,0.222222,1208.75,0.030576,1686,0.222857,0.665672,1040,25.7932,5.97725
103,1,171575.5535,-213090.8877,-1,-0.222222,0,0.010852,1373,0.239841,0.60251,1045,0,0
104,0,196451.9093,-213245.3993,53.7462,0.333333,3006.59,0.021148,1468,0.363333,0.578105,986,8.55782,5.28938
105,0,172162.6973,-214357.8823,358.025,-0.111111,216.316,0.007346,1396,0.343506,0.280899,1035,6.69445,0
106,0,91013.24322,-214759.6122,145.62,-0.111111,4122.88,0.03944,1466,0.144393,0.809472,1148,5.32021,6.27558
107,1,146359.2722,-215161.3422,3.3665,0.666667,291.532,0.085467,1603,0.214868,0.635538,1070,3.94054,0
108,1,150376.5719,-217077.2851,146.889,0.333333,1922.16,0.056077,1667,0.274374,0.581167,1050,6.33798,0
109,0,166692.9892,-217169.992,264.644,0,92.707,0.007968,1370,0.335349,0.334958,1024,14.575,5.7376
110,1,149171.382,-217479.0151,315,0,1057.02,0.057365,1568,0.294118,0.615478,1052,0.327757,12.5408
111,0,175222.0255,-217479.0151,49.9697,0.222222,284.905,0.005287,1401,0.273614,0.469578,1000,7.5234,5.7059
112,0,179733.7621,-217849.8428,212.471,0,2565.08,0.006454,1471,0.257988,0.501003,986,3.01901,0
113,1,149573.112,-219024.1304,-1,-0.111111,0,0.04299,1541,0.242667,0.74817,1050,0,0
114,0,150438.3766,-219178.6419,286.699,-0.111111,197.871,0.040425,1582,0.3125,0.562044,1045,22.8949,4.59252
115,1,146019.3469,-219240.4465,22.7965,0,655.537,0.052946,1614,0.282714,0.601309,1065,16.8439,4.89969
116,0,170741.1912,-220383.8318,28.1786,0.111111,1371.59,0.038369,1599,0.35012,0.45116,1024,14.4119,3.66942
117,1,177910.5261,-221372.7056,45.8551,-0.222222,1563.55,0.008711,1504,0.344142,0.394743,1006,20.9726,0
118,1,158163.9529,-221589.0217,312.207,0.222222,131.107,0.014472,1586,0.343498,0.550847,1002,13.2147,4.85478
